"Chr","bp","gene","cell_type","gene_name","gChr","gbp","cell_typeCode","bp_flat","gbp_flat"
"4",17711458,"6635","Procambium","AT4G37710","4",17718128,"13",91190534,91284434
"4",17731755,"11920","Non-hair cells","AT1G51500","1",19097797,"4",91210831,19097797
"4",17750252,"12323","Non-hair cells","AT3G29340","3",11259587,"4",91229328,61366711
"4",1778911,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75257987,61366711
"4",1779323,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75258399,61366711
"4",1780448,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75259524,61366711
"4",17807232,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91286308,69591991
"4",17814786,"10211","Root cap early","AT3G11840","3",3736400,"10",91293862,53843524
"4",1781839,"3356","Endodermis","AT2G40350","2",16851595,"5",75260915,47273653
"4",17819937,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91299013,69591991
"4",1782691,"13271","Non-hair cells","AT3G02940","3",661873,"4",75261767,50768997
"4",1782978,"13271","Non-hair cells","AT3G02940","3",661873,"4",75262054,50768997
"4",1783036,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75262112,61366711
"4",1784238,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75263314,75178058
"4",17843201,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91322277,69591991
"4",17846577,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91325653,69591991
"4",17851335,"9871","Non-hair cells","AT2G29780","2",12717786,"4",91330411,43139844
"4",1785267,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75264343,61366711
"4",17854830,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91333906,69591991
"4",17855742,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91334818,69591991
"4",1786036,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75265112,75178058
"4",17864665,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91343741,69591991
"4",17866898,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91345974,69591991
"4",17872717,"6052","Cortex","AT4G22860","4",11997393,"1",91351793,85563699
"4",17881282,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91360358,69591991
"4",17896370,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91375446,69591991
"4",17899292,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91378368,69591991
"4",17934121,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91413197,69591991
"4",17944045,"7750","Phloem and companion cells","AT5G37760","5",14997168,"14",91423121,107112178
"4",17966583,"10511","Root cap tip","AT3G52720","3",19538690,"9",91445659,69645814
"4",17966583,"11415","Phloem and companion cells","AT5G40170","5",16065091,"14",91445659,108180101
"4",17981196,"6662","Hair cells","AT4G38420","4",17982774,"2",91460272,91549080
"4",17981196,"6662","Non-hair cells","AT4G38420","4",17982774,"4",91460272,91549080
"4",17994241,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91473317,69591991
"4",17998030,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91477106,69591991
"4",17998945,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91478021,69591991
"4",18003946,"2478","Xylem","AT2G15370","2",6698100,"7",91483022,37120158
"4",18017311,"11085","Root cap early","AT4G38590","4",18036092,"10",91496387,91602398
"4",18040670,"11297","Xylem","AT5G20635","5",6979213,"7",91519746,99094223
"4",18050592,"10376","Xylem pole pericycle","AT3G27660","3",10243755,"8",91529668,60350879
"4",18050592,"7791","Root cap tip","AT5G39910","5",15979412,"9",91529668,108094422
"4",18052425,"9249","Procambium","AT1G49150","1",18178577,"13",91531501,18178577
"4",18056165,"3494","Phloem and companion cells","AT2G44210","2",18280623,"14",91535241,48702681
"4",18056165,"658","Root cap lateral","AT1G18550","1",6381503,"11",91535241,6381503
"4",18075310,"12448","Xylem pole pericycle","AT4G15236","4",8696683,"8",91554386,82262989
"4",18076348,"11087","Hair cells","AT4G38690","4",18074475,"2",91555424,91640781
"4",18076395,"11087","Non-hair cells","AT4G38690","4",18074475,"4",91555471,91640781
"4",18101062,"8089","Cortex","AT5G48320","5",19581705,"1",91580138,111696715
"4",18112849,"10430","Phloem pole pericycle","AT3G45540","3",16706312,"6",91591925,66813436
"4",18118306,"3961","Protoxylem","AT3G09490","3",2915559,"15",91597382,53022683
"4",18177930,"10570","Xylem pole pericycle","AT3G60100","3",22192730,"8",91657006,72299854
"4",18178063,"11251","Hair cells","AT5G14290","5",4612097,"2",91657139,96727107
"4",18178063,"11251","Non-hair cells","AT5G14290","5",4612097,"4",91657139,96727107
"4",1818421,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75297497,75178058
"4",1823754,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75302830,75178058
"4",18253749,"13891","Root cap lateral","AT4G39130","4",18228118,"11",91732825,91794424
"4",18268633,"6691","Xylem pole pericycle","AT4G39235","4",18268049,"8",91747709,91834355
"4",1827702,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75306778,61366711
"4",18284852,"12205","Xylem pole pericycle","AT3G01660","3",245478,"8",91763928,50352602
"4",18304846,"13146","Root cap early","AT1G63400","1",23507320,"10",91783922,23507320
"4",18312240,"9743","Root cap lateral","AT2G18938","2",8202216,"11",91791316,38624274
"4",18312290,"12323","Non-hair cells","AT3G29340","3",11259587,"4",91791366,61366711
"4",1831320,"2748","Protoxylem","AT2G24070","2",10231682,"15",75310396,40653740
"4",18313698,"12448","Xylem pole pericycle","AT4G15236","4",8696683,"8",91792774,82262989
"4",1831653,"5546","Hair cells","AT4G03635","4",1611752,"2",75310729,75178058
"4",1831653,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75310729,75178058
"4",18317070,"12323","Non-hair cells","AT3G29340","3",11259587,"4",91796146,61366711
"4",18337824,"11093","Endodermis","AT4G39550","4",18380526,"5",91816900,91946832
"4",1835642,"5546","Epidermis meristem","AT4G03635","4",1611752,"12",75314718,75178058
"4",1835642,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75314718,75178058
"4",1835642,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75314718,76556312
"4",18361940,"11093","Endodermis","AT4G39550","4",18380526,"5",91841016,91946832
"4",18368775,"10738","Xylem","AT4G10370","4",6423577,"7",91847851,79989883
"4",18381071,"6710","Cortex","AT4G39660","4",18406765,"1",91860147,91973071
"4",18381935,"11093","Endodermis","AT4G39550","4",18380526,"5",91861011,91946832
"4",18383760,"11093","Endodermis","AT4G39550","4",18380526,"5",91862836,91946832
"4",18391616,"11251","Hair cells","AT5G14290","5",4612097,"2",91870692,96727107
"4",18406648,"6710","Cortex","AT4G39660","4",18406765,"1",91885724,91973071
"4",18406648,"6710","Hair cells","AT4G39660","4",18406765,"2",91885724,91973071
"4",18406648,"6710","Xylem pole pericycle","AT4G39660","4",18406765,"8",91885724,91973071
"4",18406694,"6710","Cortex","AT4G39660","4",18406765,"1",91885770,91973071
"4",18406694,"6710","Endodermis","AT4G39660","4",18406765,"5",91885770,91973071
"4",18406694,"6710","Hair cells","AT4G39660","4",18406765,"2",91885770,91973071
"4",18406694,"6710","Non-hair cells","AT4G39660","4",18406765,"4",91885770,91973071
"4",18406694,"6710","Phloem pole pericycle","AT4G39660","4",18406765,"6",91885770,91973071
"4",18406694,"6710","Xylem pole pericycle","AT4G39660","4",18406765,"8",91885770,91973071
"4",18407612,"6710","Cortex","AT4G39660","4",18406765,"1",91886688,91973071
"4",18407612,"6710","Endodermis","AT4G39660","4",18406765,"5",91886688,91973071
"4",18407612,"6710","Hair cells","AT4G39660","4",18406765,"2",91886688,91973071
"4",18407612,"6710","Non-hair cells","AT4G39660","4",18406765,"4",91886688,91973071
"4",18407612,"6710","Phloem pole pericycle","AT4G39660","4",18406765,"6",91886688,91973071
"4",18407612,"6710","Xylem pole pericycle","AT4G39660","4",18406765,"8",91886688,91973071
"4",18407784,"6710","Non-hair cells","AT4G39660","4",18406765,"4",91886860,91973071
"4",18407784,"6710","Phloem pole pericycle","AT4G39660","4",18406765,"6",91886860,91973071
"4",18407784,"6710","Xylem pole pericycle","AT4G39660","4",18406765,"8",91886860,91973071
"4",18408322,"6710","Cortex","AT4G39660","4",18406765,"1",91887398,91973071
"4",18408322,"6710","Endodermis","AT4G39660","4",18406765,"5",91887398,91973071
"4",18408322,"6710","Hair cells","AT4G39660","4",18406765,"2",91887398,91973071
"4",18408322,"6710","Non-hair cells","AT4G39660","4",18406765,"4",91887398,91973071
"4",18408322,"6710","Phloem pole pericycle","AT4G39660","4",18406765,"6",91887398,91973071
"4",18408322,"6710","Xylem pole pericycle","AT4G39660","4",18406765,"8",91887398,91973071
"4",184094,"5444","Xylem pole pericycle","AT4G00420","4",181323,"8",73663170,73747629
"4",18409962,"6711","Phloem pole pericycle","AT4G39670","4",18410172,"6",91889038,91976478
"4",18436838,"9238","Endodermis","AT1G47920","1",17661095,"5",91915914,17661095
"4",18436838,"9238","Hair cells","AT1G47920","1",17661095,"2",91915914,17661095
"4",18436838,"9238","Xylem pole pericycle","AT1G47920","1",17661095,"8",91915914,17661095
"4",18454520,"11589","Root cap tip","AT5G55840","5",22598038,"9",91933596,114713048
"4",18462753,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91941829,69591991
"4",18463746,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91942822,69591991
"4",18463929,"9114","Hair cells","AT1G24000","1",8496057,"2",91943005,8496057
"4",1847046,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75326122,61366711
"4",18473852,"9238","Endodermis","AT1G47920","1",17661095,"5",91952928,17661095
"4",18474318,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91953394,69591991
"4",18474462,"9528","Cortex","AT1G75030","1",28174378,"1",91953538,28174378
"4",18482203,"12444","Cortex","AT4G13920","4",8043803,"1",91961279,81610109
"4",18482370,"11907","Endodermis","AT1G44740","1",16887404,"5",91961446,16887404
"4",1848643,"9316","Root cap early","AT1G55120","1",20566030,"10",75327719,20566030
"4",1849604,"10598","Root cap early","AT3G62160","3",23014208,"10",75328680,73121332
"4",18501999,"14728","Xylem pole pericycle","AT1G47280","1",17332056,"8",91981075,17332056
"4",18501999,"9238","Endodermis","AT1G47920","1",17661095,"5",91981075,17661095
"4",18501999,"9238","Hair cells","AT1G47920","1",17661095,"2",91981075,17661095
"4",18501999,"9238","Xylem pole pericycle","AT1G47920","1",17661095,"8",91981075,17661095
"4",18510842,"793","Root cap lateral","AT1G22160","1",7823149,"11",91989918,7823149
"4",18513779,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",91992855,69591991
"4",18515842,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",91994918,92096849
"4",18517112,"6727","Phloem and companion cells","AT4G39955","4",18530543,"14",91996188,92096849
"4",18517112,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",91996188,92096849
"4",18517112,"6727","Root cap lateral","AT4G39955","4",18530543,"11",91996188,92096849
"4",18517112,"6727","Root cap tip","AT4G39955","4",18530543,"9",91996188,92096849
"4",18517112,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",91996188,92096849
"4",18520909,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",91999985,92096849
"4",18521001,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",92000077,92096849
"4",18521001,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92000077,92096849
"4",18522359,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",92001435,69591991
"4",18524637,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",92003713,92096849
"4",18524637,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92003713,92096849
"4",18524987,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92004063,92096849
"4",18524992,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92004068,92096849
"4",18525592,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",92004668,92096849
"4",18525592,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92004668,92096849
"4",18528113,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",92007189,92096849
"4",18528113,"6727","Root cap lateral","AT4G39955","4",18530543,"11",92007189,92096849
"4",18528113,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92007189,92096849
"4",18528826,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92007902,92096849
"4",18529720,"6727","Endodermis","AT4G39955","4",18530543,"5",92008796,92096849
"4",18529720,"6727","Phloem and companion cells","AT4G39955","4",18530543,"14",92008796,92096849
"4",18529720,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",92008796,92096849
"4",18529720,"6727","Root cap early","AT4G39955","4",18530543,"10",92008796,92096849
"4",18529720,"6727","Root cap lateral","AT4G39955","4",18530543,"11",92008796,92096849
"4",18529720,"6727","Root cap tip","AT4G39955","4",18530543,"9",92008796,92096849
"4",18529720,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92008796,92096849
"4",18530216,"6727","Endodermis","AT4G39955","4",18530543,"5",92009292,92096849
"4",18530216,"6727","Phloem and companion cells","AT4G39955","4",18530543,"14",92009292,92096849
"4",18530216,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",92009292,92096849
"4",18530216,"6727","Root cap early","AT4G39955","4",18530543,"10",92009292,92096849
"4",18530216,"6727","Root cap lateral","AT4G39955","4",18530543,"11",92009292,92096849
"4",18530216,"6727","Root cap tip","AT4G39955","4",18530543,"9",92009292,92096849
"4",18530216,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92009292,92096849
"4",18530224,"6727","Hair cells","AT4G39955","4",18530543,"2",92009300,92096849
"4",18530224,"6727","Non-hair cells","AT4G39955","4",18530543,"4",92009300,92096849
"4",18530224,"6727","Phloem and companion cells","AT4G39955","4",18530543,"14",92009300,92096849
"4",18530224,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",92009300,92096849
"4",18530224,"6727","Root cap early","AT4G39955","4",18530543,"10",92009300,92096849
"4",18530224,"6727","Root cap lateral","AT4G39955","4",18530543,"11",92009300,92096849
"4",18530224,"6727","Root cap tip","AT4G39955","4",18530543,"9",92009300,92096849
"4",18530224,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92009300,92096849
"4",18535264,"6727","Phloem and companion cells","AT4G39955","4",18530543,"14",92014340,92096849
"4",18535264,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",92014340,92096849
"4",18535264,"6727","Root cap lateral","AT4G39955","4",18530543,"11",92014340,92096849
"4",18535264,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92014340,92096849
"4",18536824,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",92015900,92096849
"4",18536824,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92015900,92096849
"4",18537816,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",92016892,92096849
"4",18537816,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92016892,92096849
"4",1854049,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75333125,75178058
"4",18546671,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",92025747,69591991
"4",18546671,"6727","Phloem pole pericycle","AT4G39955","4",18530543,"6",92025747,92096849
"4",18546671,"6727","Xylem pole pericycle","AT4G39955","4",18530543,"8",92025747,92096849
"4",18564880,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",92043956,69591991
"4",18568504,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",92047580,69591991
"4",18569477,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",92048553,69591991
"4",18569502,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",92048578,69591991
"4",18571626,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",92050702,69591991
"4",18580941,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",92060017,69591991
"4",18582435,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",92061511,69591991
"4",18584016,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",92063092,69591991
"4",1866326,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75345402,61366711
"4",1874958,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75354034,75178058
"4",1876662,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75355738,75178058
"4",1876663,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75355739,61366711
"4",1876909,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75355985,75178058
"4",187726,"9908","Phloem and companion cells","AT2G33815","2",14305008,"14",73666802,44727066
"4",1877665,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75356741,75178058
"4",1877665,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75356741,76556312
"4",1883969,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75363045,75178058
"4",1884016,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75363092,61366711
"4",1885462,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75364538,75178058
"4",1889253,"4856","Cortex","AT3G48250","3",17870064,"1",75368329,67977188
"4",1932072,"5546","Epidermis meristem","AT4G03635","4",1611752,"12",75411148,75178058
"4",1932072,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75411148,75178058
"4",1932072,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75411148,76556312
"4",1932275,"5549","Xylem pole pericycle","AT4G04020","4",1932144,"8",75411351,75498450
"4",1933296,"11657","Cortex","AT5G61940","5",24868155,"1",75412372,116983165
"4",1933833,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75412909,75178058
"4",193497,"11500","Root cap early","AT5G47470","5",19254598,"10",73672573,111369608
"4",1935555,"9671","Endodermis","AT2G07702","2",3372697,"5",75414631,33794755
"4",1938868,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75417944,61366711
"4",1938868,"9496","Xylem pole pericycle","AT1G72620","1",27341079,"8",75417944,27341079
"4",1939062,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75418138,75178058
"4",1941284,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75420360,75178058
"4",194591,"8674","Root cap early","AT5G65070","5",25992243,"10",73673667,118107253
"4",1955527,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",75434603,69591991
"4",1956258,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75435334,75178058
"4",1962805,"13144","Endodermis","AT1G62940","1",23310535,"5",75441881,23310535
"4",1963153,"10298","Root cap early","AT3G20600","3",7194846,"10",75442229,57301970
"4",1963153,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75442229,61366711
"4",1963229,"9358","Phloem pole pericycle","AT1G61320","1",22617370,"6",75442305,22617370
"4",1964846,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75443922,61366711
"4",1964958,"2824","Columella","AT2G26560","2",11293769,"3",75444034,41715827
"4",1965150,"6719","Non-hair cells","AT4G39830","4",18478929,"4",75444226,92045235
"4",1965653,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75444729,75178058
"4",1974151,"10672","Endodermis","AT4G04110","4",1972591,"5",75453227,75538897
"4",1974469,"13564","Endodermis","AT5G24480","5",8363831,"5",75453545,100478841
"4",1977152,"10870","Root cap tip","AT4G19720","4",10730363,"9",75456228,84296669
"4",1981132,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75460208,75178058
"4",1981972,"11715","Root cap tip","AT5G67460","5",26921584,"9",75461048,119036594
"4",1984893,"5546","Hair cells","AT4G03635","4",1611752,"2",75463969,75178058
"4",1984893,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75463969,75178058
"4",1986909,"13519","Endodermis","AT5G07060","5",2193966,"5",75465985,94308976
"4",1995567,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75474643,75178058
"4",1997778,"10672","Cortex","AT4G04110","4",1972591,"1",75476854,75538897
"4",1997778,"10672","Endodermis","AT4G04110","4",1972591,"5",75476854,75538897
"4",1997778,"10672","Hair cells","AT4G04110","4",1972591,"2",75476854,75538897
"4",1997778,"10672","Non-hair cells","AT4G04110","4",1972591,"4",75476854,75538897
"4",2008498,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75487574,75178058
"4",2009099,"10672","Xylem","AT4G04110","4",1972591,"7",75488175,75538897
"4",2012405,"5546","Hair cells","AT4G03635","4",1611752,"2",75491481,75178058
"4",2012405,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75491481,75178058
"4",2016777,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75495853,75178058
"4",2023797,"10672","Xylem","AT4G04110","4",1972591,"7",75502873,75538897
"4",2023984,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75503060,75178058
"4",2025099,"10672","Endodermis","AT4G04110","4",1972591,"5",75504175,75538897
"4",2027229,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75506305,75178058
"4",2029752,"5553","Cortex","AT4G04223","4",2036511,"1",75508828,75602817
"4",2029752,"5553","Epidermis meristem","AT4G04223","4",2036511,"12",75508828,75602817
"4",2029752,"5553","Hair cells","AT4G04223","4",2036511,"2",75508828,75602817
"4",2029752,"5553","Procambium","AT4G04223","4",2036511,"13",75508828,75602817
"4",2029752,"5553","Xylem","AT4G04223","4",2036511,"7",75508828,75602817
"4",2030507,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75509583,75178058
"4",2030750,"5546","Hair cells","AT4G03635","4",1611752,"2",75509826,75178058
"4",2031733,"5553","Cortex","AT4G04223","4",2036511,"1",75510809,75602817
"4",2031733,"5553","Procambium","AT4G04223","4",2036511,"13",75510809,75602817
"4",2033958,"5553","Cortex","AT4G04223","4",2036511,"1",75513034,75602817
"4",2038266,"1252","Root cap early","AT1G48220","1",17802863,"10",75517342,17802863
"4",2038266,"13897","Root cap lateral","AT5G02900","5",674060,"11",75517342,92789070
"4",2039925,"11356","Epidermis meristem","AT5G28010","5",10024813,"12",75519001,102139823
"4",2041952,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75521028,75178058
"4",2041952,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75521028,76556312
"4",2042470,"5553","Cortex","AT4G04223","4",2036511,"1",75521546,75602817
"4",2042470,"5553","Epidermis meristem","AT4G04223","4",2036511,"12",75521546,75602817
"4",2042470,"5553","Hair cells","AT4G04223","4",2036511,"2",75521546,75602817
"4",2042470,"5553","Procambium","AT4G04223","4",2036511,"13",75521546,75602817
"4",2042470,"5553","Xylem","AT4G04223","4",2036511,"7",75521546,75602817
"4",2045302,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75524378,75178058
"4",2045626,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75524702,75178058
"4",2046071,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75525147,75178058
"4",2046267,"5546","Epidermis meristem","AT4G03635","4",1611752,"12",75525343,75178058
"4",2046267,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75525343,75178058
"4",2046267,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75525343,76556312
"4",2047307,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75526383,75178058
"4",2047746,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75526822,75178058
"4",2048261,"5553","Cortex","AT4G04223","4",2036511,"1",75527337,75602817
"4",2048261,"5553","Endodermis","AT4G04223","4",2036511,"5",75527337,75602817
"4",2048261,"5553","Epidermis meristem","AT4G04223","4",2036511,"12",75527337,75602817
"4",2048261,"5553","Hair cells","AT4G04223","4",2036511,"2",75527337,75602817
"4",2048261,"5553","Non-hair cells","AT4G04223","4",2036511,"4",75527337,75602817
"4",2048261,"5553","Phloem pole pericycle","AT4G04223","4",2036511,"6",75527337,75602817
"4",2048261,"5553","Procambium","AT4G04223","4",2036511,"13",75527337,75602817
"4",2048261,"5553","Root cap tip","AT4G04223","4",2036511,"9",75527337,75602817
"4",2048261,"5553","Xylem","AT4G04223","4",2036511,"7",75527337,75602817
"4",2048261,"5553","Xylem pole pericycle","AT4G04223","4",2036511,"8",75527337,75602817
"4",2049924,"5553","Cortex","AT4G04223","4",2036511,"1",75529000,75602817
"4",2049924,"5553","Procambium","AT4G04223","4",2036511,"13",75529000,75602817
"4",2049924,"5553","Xylem","AT4G04223","4",2036511,"7",75529000,75602817
"4",2050081,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75529157,75178058
"4",2051504,"8565","Phloem and companion cells","AT5G62150","5",24958241,"14",75530580,117073251
"4",2054657,"9589","Xylem","AT2G01280","2",145676,"7",75533733,30567734
"4",2064663,"10596","Epidermis meristem","AT3G62090","3",22988547,"12",75543739,73095671
"4",2064663,"13793","Root cap tip","AT3G09863","3",3027292,"9",75543739,53134416
"4",2073813,"10678","Phloem pole pericycle","AT4G04810","4",2441327,"6",75552889,76007633
"4",2073813,"10678","Xylem pole pericycle","AT4G04810","4",2441327,"8",75552889,76007633
"4",2073813,"5546","Hair cells","AT4G03635","4",1611752,"2",75552889,75178058
"4",2073813,"5546","Non-hair cells","AT4G03635","4",1611752,"4",75552889,75178058
"4",2073813,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75552889,75178058
"4",2073813,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75552889,76556312
"4",2075979,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75555055,75178058
"4",2075979,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75555055,76556312
"4",2081269,"14741","Non-hair cells","AT1G49330","1",18250043,"4",75560345,18250043
"4",2081323,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75560399,75178058
"4",2081340,"10985","Cortex","AT4G29370","4",14455602,"1",75560416,88021908
"4",2094434,"5546","Hair cells","AT4G03635","4",1611752,"2",75573510,75178058
"4",2094434,"5546","Non-hair cells","AT4G03635","4",1611752,"4",75573510,75178058
"4",2094434,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75573510,75178058
"4",2094434,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75573510,76556312
"4",2098836,"14060","Non-hair cells","AT1G66840","1",24933856,"4",75577912,24933856
"4",2098836,"9499","Endodermis","AT1G72860","1",27416228,"5",75577912,27416228
"4",2100889,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75579965,75178058
"4",2100889,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75579965,76556312
"4",2108994,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",75588070,69591991
"4",2110595,"11131","Root cap lateral","AT5G03390","5",834988,"11",75589671,92949998
"4",2112219,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75591295,75178058
"4",2113320,"9610","Procambium","AT2G02630","2",723565,"13",75592396,31145623
"4",2113774,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75592850,61366711
"4",2116433,"3588","Columella","AT2G46840","2",19249191,"3",75595509,49671249
"4",2118178,"5553","Endodermis","AT4G04223","4",2036511,"5",75597254,75602817
"4",2118178,"5553","Hair cells","AT4G04223","4",2036511,"2",75597254,75602817
"4",2118178,"5553","Phloem and companion cells","AT4G04223","4",2036511,"14",75597254,75602817
"4",2118178,"5553","Root cap tip","AT4G04223","4",2036511,"9",75597254,75602817
"4",2120039,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75599115,75178058
"4",2120100,"10130","Hair cells","AT3G04000","3",1035500,"2",75599176,51142624
"4",2126534,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75605610,75178058
"4",2136287,"7800","Cortex","AT5G40140","5",16057347,"1",75615363,108172357
